,rank,name,year,rating,metascore,votes,revenue,genre,runtime,directors,actors,description
4689,90,Kafka,1991,6.9,46.0,8849,1059071.0,"Drama, Mystery, Sci-Fi",98.0,Steven Soderbergh,"Jeremy Irons, Theresa Russell, Joel Grey, Ian Holm","Kafka works during the day at an insurance company, where events lead him to discover a mysterious underground society with strange suppressive goals."
4690,91,Life Stinks,1991,5.8,54.0,8695,4102526.0,Comedy,92.0,Mel Brooks,"Mel Brooks, Lesley Ann Warren, Jeffrey Tambor, Stuart Pankin","A filthy rich businessman bets a corporate rival that he can live on the streets of L.A. without the comforts of home or money, which proves to be tougher than he thought."
4691,92,Suburban Commando,1991,4.4,,8618,6948859.0,"Action, Comedy, Sci-Fi",90.0,Burt Kennedy,"Hulk Hogan, Christopher Lloyd, Shelley Duvall, Larry Miller","An interstellar hero from a distant world visits Earth, and tries to fit in with a mundane, yet kind, suburban family."
4692,93,Career Opportunities,1991,5.9,,8462,11336986.0,"Comedy, Romance",83.0,Bryan Gordon,"Frank Whaley, Jennifer Connelly, Dermot Mulroney, Kieran Mulroney",Jim is the dorky son of a local cement contractor who lives at home and has no direction. Josie is the gorgeous daughter of a wealthy businessman who dreams of leaving town. When Jim is ...                See full summary »
4693,94,Cool as Ice,1991,2.9,,8383,1193062.0,"Comedy, Music, Romance",91.0,David Kellogg,"Vanilla Ice, Kristin Minter, Naomi Campbell, Deezer D","A rap-oriented remake of The Wild One (1953), with heavy emphasis on the fact that Vanilla Ice has assumed the Marlon Brando role."
4694,95,Thalapathi,1991,8.6,,7959,,"Action, Crime, Drama",157.0,Mani Ratnam,"Rajinikanth, Mammootty, Shobana, Arvind Swamy",An orphan named Surya raised in a slum befriends a good crime boss named Devaraj and works for him. Their existence is threatened when a new honest district collector arrives.
4695,96,Bis ans Ende der Welt,1991,6.8,,7876,752856.0,"Action, Drama, Sci-Fi",158.0,Wim Wenders,"William Hurt, Solveig Dommartin, Pietro Falcone, Enzo Turrin","In 1999, Claire's life is forever changed after she survives a car crash. She rescues Sam and starts traveling around the world with him. Writer Eugene follows them and writes their story, as a way of recording dreams is being invented."
4696,97,Switch,1991,5.8,,7854,15545943.0,"Comedy, Fantasy",103.0,Blake Edwards,"Ellen Barkin, Jimmy Smits, JoBeth Williams, Lorraine Bracco",A sexist womanizer is killed by one of his former lovers and then reincarnated as a woman.
4697,98,F/X2,1991,5.8,48.0,7825,21082165.0,"Action, Thriller",108.0,Richard Franklin,"Bryan Brown, Brian Dennehy, Rachel Ticotin, Joanna Gleason","F/X man Rollie Tyler (Bryan Brown) is now a toy maker. Mike Brandon (Tom Mason), the ex-husband of Rolly's girlfriend Kim(Rachel Ticotin), is a cop. He asks Rollie to help catch a killer. ...                See full summary »"
4698,99,Mobsters,1991,5.9,,7727,20246790.0,"Crime, Drama",104.0,Michael Karbelnikoff,"Christian Slater, Patrick Dempsey, Rodney Eastman, Costas Mandylor","From start to finish, it's a story of friendship between 4 street-wise males who don't mind using violence to achieve the lives that they want. They trust no one but each other which is vital to their success as mobsters."
4699,100,The Indian Runner,1991,7.1,,7711,191125.0,Drama,127.0,Sean Penn,"David Morse, Viggo Mortensen, Valeria Golino, Patricia Arquette",A Vietnam vet comes home to his small town and finds himself in conflict with rules that his brother has vowed to uphold.
4700,101,Mortal Thoughts,1991,5.7,,7692,19018321.0,"Mystery, Thriller",103.0,Alan Rudolph,"Demi Moore, Glenne Headly, Bruce Willis, John Pankow",Two detectives interrogated a hairdresser on two homicides she may or may not have been involved in.
4701,102,Rock-A-Doodle,1991,6.0,,7460,11657385.0,"Animation, Adventure, Comedy",77.0,"Don Bluth, Gary Goldman, Dan Kuenster","Glen Campbell, Christopher Plummer, Phil Harris, Eddie Deezen","In order to defeat the Grand Duke of Owls, a young boy transformed into a cat teams up with a group of barnyard animals to find a rooster who can raise the sun."
4702,103,Dogfight,1991,7.5,,7453,394631.0,"Comedy, Drama, Romance",94.0,Nancy Savoca,"River Phoenix, Lili Taylor, Richard Panebianco, Anthony Clark","Before leaving to fight in Vietnam, a group of teenagers play a game where they try to seduce the ugliest girl they can find."
4703,104,Shattered,1991,6.5,,7402,11511031.0,"Crime, Drama, Mystery",98.0,Wolfgang Petersen,"Tom Berenger, Bob Hoskins, Greta Scacchi, Joanne Whalley","After a horrific car wreck leaves him an amnesiac, a man slowly begins to unravel his shocking past."
4704,105,Other People's Money,1991,6.1,,7318,25682090.0,"Comedy, Drama, Romance",103.0,Norman Jewison,"Danny DeVito, Gregory Peck, Penelope Ann Miller, Piper Laurie","A corporate raider threatens a hostile take-over of a ""mom and pop"" company. The patriarch of the company enlists the help of his wife's daughter, who is a lawyer, to try and protect the ...                See full summary »"
4705,106,Wedlock,1991,5.9,,7262,,"Action, Crime, Drama",101.0,Lewis Teague,"Rutger Hauer, Mimi Rogers, Joan Chen, James Remar",A male prison escapee heads for his hidden loot electronically attached to a female prisoner.
4706,107,Rush,1991,6.7,,7208,7241350.0,"Action, Crime, Drama",120.0,Lili Fini Zanuck,"Jason Patric, Jennifer Jason Leigh, Sam Elliott, Max Perlich","Two small-town Texas cops go undercover to catch a major drug dealer and are sucked into the drug culture, compromising their assignment."
4707,108,Guilty by Suspicion,1991,6.5,64.0,7116,9480198.0,Drama,105.0,Irwin Winkler,"Robert De Niro, Annette Bening, George Wendt, Patricia Wettig","David Merrill (Robert De Niro), a fictitious 1950s Hollywood Director, returns from filming abroad in France to find that his loyalty has been called into question by the House Committee on...                See full summary »"
